"genbank_accession","species","temperature_optimum","temperature_min","temperature_max","reported_temperature_optimum","reported_temperature_max","reported_temperature_min","partition_temperature"
"GCA_002262875","Amycolatopsis antarctica",25.1051534500685,12.6802724810061,34.5276467219179,17.5,28,4,"train"
"GCA_002846615","Amycolatopsis echigonensis",34.1313076156249,20.9482688420408,44.1842915395405,30,45,5,"train"
"GCA_007713715","Amycolatopsis rhizosphaerae",33.4839366810552,20.0451858133971,43.3167378213685,30,45,15,"train"
"GCA_004214935","Amycolatopsis suaedae",30.1563414964434,17.4026665280004,39.8431460058889,32.5,45,15,"train"
"GCA_000519205","Amycolatopsis taiwanensis",35.130613137509,20.9577007531085,44.4110775201806,30,40,20,"train"
"GCA_005405885","Gandjariella thermophila",38.9494363409161,24.3773906784621,47.71014707323,45,55,30,"train"
"GCA_000715825","Goodfellowiella coeruleoviolacea",31.212888600231,19.6455725580892,41.1675354518097,33.5,45,15,"train"
"GCA_003269295","Lentzea atacamensis",30.9205559555115,17.5080353382161,39.651857746727,30,40,20,"train"
"GCA_014195435","Prauserella salsuginis",28.2476816358028,13.1852929603411,38.5518153231544,32.5,45,15,"train"
"GCA_004339565","Pseudonocardia endophytica",26.7342670879369,11.8952070468511,37.0277451031709,27,37,15,"train"
"GCA_000497205","Saccharopolyspora rectivirgula",43.9070924370326,30.4644254710883,52.7329153359494,45,55,40,"train"
"GCA_000427905","Thermocrispum agreste",40.6183329273251,28.64432457689,49.1856224009416,50,50,45,"train"
"GCA_000427825","Thermocrispum municipale",37.6120209810701,24.727981322882,46.2763421937142,45,45,45,"train"
"GCA_014640475","Egicoccus halophilus",29.8141284898324,12.038894425809,37.7779009939181,30,40,20,"train"
"GCA_003386795","Thermasporomyces composti",48.3834275328384,33.9381762109515,57.0416403858204,52.5,62,35,"train"
"GCA_017876295","Kribbella aluminosa",34.4299956262813,21.0364416987672,44.3101788965456,28.5,37,20,"train"
"GCA_000372465","Kribbella catacumbae",28.0229054098229,15.689217704157,37.0051153491033,22.6666666666667,30,10,"train"
"GCA_006715085","Kribbella jejuensis",38.060102501539,24.9584761540082,47.3628356520225,22.5,37,22.5,"train"
"GCA_007992115","Aeromicrobium flavum",27.8727796318759,16.5213469628156,36.8847440885691,29,37,25,"train"
"GCA_000720335","Marmoricola aequoreus",31.3065018801426,16.2352685844261,40.3291839958438,23.5,37,10,"train"
"GCA_014644415","Marmoricola endophyticus",27.4452808007781,13.5246537382893,37.1803593172233,29,35,10,"train"
"GCA_003674065","Marmoricola mangrovicus",29.0755589731989,14.7536107081577,37.41739013821,29,35,10,"train"
"GCA_004912195","Nocardioides caeni",24.4446495951475,10.1318068798558,32.1655994272547,29,35,10,"train"
"GCA_013408415","Nocardioides daedukensis",23.3515144666141,7.35791373199888,31.1579286785927,30,37,4,"train"
"GCA_000422825","Nocardioides insulae",31.0953963647611,17.1395916098044,40.4764046008185,29,34,10,"train"
"GCA_013409425","Nocardioides perillae",29.8088238096448,13.4716832030404,38.6118547128577,32,37,20,"train"
"GCA_014646375","Nocardioides phosphati",27.7144297040099,13.9468995022748,36.4199598790091,30,38,4,"train"
"GCA_007992395","Nocardioides szechwanensis",28.6480658258136,14.227251502448,36.7988315623754,17.5,35,0,"train"
"GCA_900112345","Nocardioides terrae",25.5430061388913,12.2732270553071,34.1291167237657,29,34,16,"train"
"GCA_000421525","Aestuariimicrobium kwangyangense",34.0190427864953,18.1682175974137,43.2140473124917,30,40,4,"train"
"GCA_001997345","Arachnia aquimaris",32.3277971813432,18.9455531544838,41.355128556515,30,37,15,"train"
"GCA_900103275","Arachnia oleiagri",36.8310428432006,19.5946811501308,45.9960068829662,28,50,4,"train"
"GCA_004324755","Brevilactibacter sinopodophylli",33.5905711327736,18.678719045095,42.5782273965592,29,37,15,"train"
"GCA_011758645","Brooklawnia cerclae",30.7024090043206,15.0832778970399,39.5995639780484,37,40,10,"train"
"GCA_900105785","Friedmanniella sagamiharensis",30.3353669278076,15.4729034359306,39.0157117634117,26.5,32,18,"train"
"GCA_014646195","Microlunatus_A endophyticus",32.8380025928579,19.6628332490552,42.1203530729368,29,42,20,"train"
"GCA_018283645","Actinocrinis puniceicyclus",30.6334391244776,18.3572269538622,40.1427953087522,22.5,30,13,"test"
"GCA_013407765","Allostreptomyces psammosilenae",34.7998832613077,20.2129704435281,44.5514601164871,29,50,10,"train"
"GCA_014203705","Kitasatospora gansuensis",27.5865296644067,15.2989105217257,37.2127916904299,27.25,32,6,"train"
"GCA_007829815","Kitasatospora viridis",29.7118212517521,16.7066684805772,40.0425530237838,23.5,37,10,"train"
"GCA_003258295","Streptacidiphilus pinicola",29.762093568997,15.6465970738678,38.8510428153032,30,33,15,"train"
"GCA_900112845","Streptomyces alni",25.9422971700432,12.9728975551523,36.1321833728612,27.5,45,10,"train"
"GCA_009176265","Streptomyces angustmyceticus",26.8156637027995,15.2547666297499,37.5896526683505,28,37,10,"train"
"GCA_004794175","Streptomyces bacillaris",28.1022255537723,16.7962663065342,38.5573077150743,29,37,15,"train"
"GCA_003675325","Streptomyces dangxiongensis",31.5238116973927,19.1050820996715,41.9044567209366,30,40,20,"train"
"GCA_001735805","Streptomyces fodineus",32.9809395654929,21.0463760321971,43.2166454930842,30,45,10,"train"
"GCA_014647975","Streptomyces fumigatiscleroticus",30.0970560735805,16.7247326266078,40.8852557189979,28.3333333333333,42,10,"train"
"GCA_014645815","Streptomyces fuscichromogenes",29.6500539260897,16.6219271778712,40.0419214699286,28,35,15,"train"
"GCA_900188405","Streptomyces glauciniger",28.0422899644373,14.7839486391079,38.323338844974,22.5,35,10,"train"
"GCA_900102095","Streptomyces griseoaurantiacus",27.399588871047,14.1655691465475,37.9654033149449,25,40,10,"train"
"GCA_900103985","Streptomyces guanduensis",30.1867195561215,17.31612092373,40.8029916548788,33.5,37,20,"train"
"GCA_900116145","Streptomyces harbinensis",31.7414853247179,18.4935845387251,42.3972903432893,30,40,18,"train"
"GCA_017874715","Streptomyces iranensis",24.7976071046122,11.7725881291584,34.7138572870698,28,37,13,"train"
"GCA_014646095","Streptomyces lacrimifluminis",26.6639966817125,13.9127036087041,36.5982087621514,30,40,20,"train"
"GCA_004684805","Streptomyces palmae",28.8093725472183,17.1399259092804,39.0944835600009,32.5,45,28,"train"
"GCA_900142575","Streptomyces paucisporeus",26.0199200645806,12.8718929829653,36.3225614782337,33.5,37,20,"train"
"GCA_900101585","Streptomyces prasinopilosus",28.0899959381903,16.0122941006857,38.4697324041585,27.5,40,15,"train"
"GCA_900110735","Streptomyces radiopugnans",32.6092573867514,20.3203896943508,43.0765193881409,35,50,20,"train"
"GCA_001445655","Streptomyces roseifaciens",28.4741161481108,17.4292269971447,39.5896950732685,30,50,20,"train"
"GCA_900110255","Streptomyces rubidus",24.9162426035595,11.2292929242616,35.59121259482,33.5,37,20,"train"
"GCA_006335015","Streptomyces sedi",29.2604816219281,14.0935979627653,38.8946300235263,27,37,15,"train"
"GCA_017114865","Streptomyces verrucosisporus",31.9113530783436,19.5689956832483,42.7214999711076,33.5,45,20,"train"
"GCA_900103455","Streptomyces wuyuanensis",29.8402743073094,17.3504069088361,40.1384937226904,28,40,15,"train"
"GCA_900107965","Streptomyces yanglinensis",28.6477650488712,15.4162147782926,39.0270802399874,33.5,37,20,"train"
"GCA_001005295","Streptomyces yangpuensis",29.7082373610802,17.700883752265,40.1705718163606,29,40,10,"train"
"GCA_000745345","Streptomyces yeochonensis",29.4633121310849,16.4035799036026,39.8742963570225,31,37,25,"train"
"GCA_003001795","Actinomadura_B viridilutea",43.0127724568736,31.338545714837,52.6714443425228,45,50,45,"test"
"GCA_001552235","Actinomadura_B viridilutea",42.9428003925245,31.3716583623959,52.752116938917,55,55,50,"test"
"GCA_013410755","Nocardiopsis aegyptia",31.9261937659821,16.7638255085582,42.3529065357761,27,40,10,"test"
"GCA_000341005","Nocardiopsis alkaliphila",33.8641965053973,17.4464194339789,42.7154704860386,29,45,10,"test"
"GCA_014651735","Nocardiopsis kunsanensis",30.5017381066003,14.3696281083727,40.958099455499,26.5,35,20,"test"
"GCA_900099965","Nonomuraea jiangxiensis",34.8163802307911,21.2318384561875,45.0457671558753,30,45,20,"test"
"GCA_005889745","Spirillospora geliboluensis",32.3661122612182,17.9048856471942,42.3518890656105,30,45,20,"test"
"GCA_003428695","Spirillospora logoneensis",36.161604607703,23.7984684065944,46.3038390597326,37,42,25,"test"
"GCA_024172125","Spirillospora rupiterrae",35.2657302667352,22.9735410343593,45.5465131125688,39.5,42,20,"test"
"GCA_014203715","Streptosporangium saharense",35.5367693726247,23.2588011696617,45.0311392305873,31,42,20,"test"
"GCA_000092645","Thermobispora bispora",49.741840215447,38.123094174835,57.9154351036119,45,50,45,"test"
"GCA_014202315","Thermocatellispora tengchongensis",38.9782904340824,25.8671075913714,48.8084788037463,47.5,58,28,"test"
"GCA_006363815","Thermomonospora catenispora",48.2113115605063,35.2854158453807,56.7867581489384,52.5,65,37,"test"
"GCA_900099985","Thermostaphylospora chromogena",44.6965011297055,31.7004005897918,53.3306998256372,50,50,50,"test"
"GCA_900175965","Rubrobacter radiotolerans",40.6956297767345,24.7488029962133,49.7063601873514,47.5,50,37,"test"
"GCA_000014185","Rubrobacter_B xylanophilus",54.9833185390468,42.1743682296796,64.4049884826067,60,70,40,"test"
"GCA_000519325","Patulibacter minatonensis",25.5494417957406,14.3627820365019,34.2678857765586,26.3333333333333,28,16,"test"
"GCA_003664005","Hydrogenivirga caldilitoris",79.0770686746513,60.9568293210006,85.9568876245812,75,77,55,"train"
"GCA_000164905","Hydrogenobacter thermophilus",75.4749737929863,60.071440962871,84.1449325450408,72.5,75,70,"train"
"GCA_900142435","Thermocrinis_A minervae",81.7595396066851,64.5648332944926,90.35361645211,75,85,65,"train"
"GCA_000021545","Sulfurihydrogenibium azorense",69.0240010605994,51.9216755832434,78.6871665906063,68,73,50,"train"
"GCA_900182585","Balnearium lithotrophicum",75.3661730939836,56.5590822453222,83.8490950125416,55,70,35,"test"
"GCA_001968985","Desulfurobacterium_A indicum",67.818051645342,50.8787220073406,75.9564585322406,65,75,40,"test"
"GCA_004339575","Phorcysia thermohydrogeniphila",75.285703751039,57.1404232737189,84.4660087155895,75,80,65,"test"
"GCA_000185805","Thermovibrio ammonificans",74.3323931114606,56.2332785380487,84.2579320978608,75,80,60,"test"
"GCA_000427095","Chthonomonas calidirosea",53.1510721737815,37.7910581152273,57.9769657171217,68,73,50,"train"
"GCA_017052655","Acholeplasma equirhinis",36.4453299074159,21.633829646283,45.9070109030682,36,41,22,"train"
"GCA_001544355","Alicyclobacillus acidiphilus",44.0830899931118,24.3784561791553,52.1129822674219,50,55,20,"train"
"GCA_004366795","Alicyclobacillus sacchari",49.4018347791702,30.5615703165104,56.8709068328161,47.5,55,30,"train"
"GCA_900156755","Alicyclobacillus vulcanalis",61.9604220277421,44.4356459569268,69.9895926841485,55,65,35,"train"
"GCA_000429525","Alicyclobacillus_A contaminans",49.6531084613166,31.124111153464,58.3341865657429,52.5,60,35,"train"
"GCA_001552655","Alicyclobacillus_G kakegawensis",53.1052764125255,36.5156510548403,61.7175318684649,52.5,60,40,"train"
"GCA_001552255","Alicyclobacillus_G shizuokensis",53.5906968292844,37.7774264952906,62.5113273241891,47.5,60,35,"train"
"GCA_900116805","Alicyclobacillus_H macrosporangiidus",57.6558131207723,41.1815939227704,66.6973848082619,52.5,60,35,"train"
"GCA_900142255","Alicyclobacillus_I montanus",46.552218174558,27.1267787139316,55.01640851015,45,55,25,"train"
"GCA_007827555","Aeribacillus composti",49.2878164299617,31.5714762197789,59.9730478653113,60,65,50,"test"
"GCA_022809095","Bacillus_BZ kexueae",47.5328334814933,27.4579082258505,56.6500901178741,45,60,40,"test"
"GCA_014201585","Anoxybacillus tengchongensis",55.8415383263354,39.4065068379635,65.7270576000749,50,75,30,"test"
"GCA_014201465","Anoxybacillus_A tepidamans",54.8069376625851,35.9597989517409,65.7193755327921,55,55,55,"test"
"GCA_014646615","Anoxybacillus_A voinovskiensis",54.3061374330456,36.0708331763451,64.1778069553886,47,64,30,"test"
"GCA_003259935","Anoxybacillus_B vitaminiphilus",52.3341227024114,34.2735491292409,62.6980380093263,58.5,66,38,"test"
"GCA_002243605","Geobacillus lituanicus",57.6330029408118,42.051543152406,69.1165036819289,57.5,60,55,"test"
"GCA_001908025","Geobacillus proteiniphilus",55.9244992598763,39.298354893542,66.8287834512211,62.5,68,40,"test"
"GCA_001277805","Geobacillus stearothermophilus",60.0112340663861,43.5501537459469,71.1646881626883,60,75,37,"test"
"GCA_005160065","Geobacillus thermoleovorans",58.1747870109661,42.4232066941423,69.8196819749967,60,75,37,"test"
"GCA_900111865","Parageobacillus thermantarcticus",54.9597946923228,38.7027685469616,65.0497999906013,60,80,37,"test"
"GCA_001295365","Parageobacillus thermoglucosidasius",55.2912030546128,39.4614086733068,65.4922367045646,50,56,50,"test"
"GCA_002494375","Parageobacillus toebii",57.0974272842745,40.6159977026564,67.6076217615494,60,70,40,"test"
"GCA_014196025","Saccharococcus caldoxylosilyticus",54.6456870188425,39.0595643944174,64.6880278465327,57.5,65,50,"test"
"GCA_004341205","Thermolongibacillus altinsuensis",54.8441450528924,38.1064583924225,64.3796250200604,55,70,40,"test"
"GCA_900445435","Bacillus tequilensis",36.3766263874526,20.8384121775893,48.3097272217948,45,50,25,"train"
"GCA_004116955","Bacillus vallismortis",35.9898212137398,20.7517420099691,47.7963597995569,29,50,5,"train"
"GCA_002019635","Metabacillus halosaccharovorans",34.1973732302685,14.3435961485566,43.5847781272332,40,45,20,"train"
"GCA_007994985","Metabacillus litoralis",32.4789176873194,11.8087776892994,41.3817214895018,37,46,4,"train"
"GCA_001591825","Rossellomorea vietnamensis",33.2795843600057,12.7711152604005,43.5005159868433,35,40,10,"train"
"GCA_016909185","Siminovitchia thermophila",38.9379890952913,19.2381938198524,49.6366156124727,50,70,25,"train"
"GCA_001884185","Bacillus_A albus",40.343794256067,21.5932385495006,49.5148820106643,30,40,15,"train"
"GCA_001884105","Bacillus_A luti",38.7989795877136,20.7587826903037,48.4991156324208,30,39,10,"train"
"GCA_000161455","Bacillus_A pseudomycoides",40.9665302507791,23.3475738418232,50.9366249143529,28,40,15,"train"
"GCA_002156865","Gottfriedia luciferensis",34.081704005568,13.6657329119455,42.1745632490052,30,45,15,"train"
"GCA_016909075","Priestia iocasae",39.413827721344,21.3829282237383,48.8673997495581,28,50,16,"train"
"GCA_009466385","Bacillus_BN tepidiphilus",42.8358770745496,24.5198966248033,52.0703482031339,45,55,25,"train"
"GCA_024169475","Peribacillus frigoritolerans",33.1652909900805,15.5537413734359,43.2561836873168,28,37,25,"train"
"GCA_003362805","Bacillus_D piezotolerans",36.2442159763998,18.1286682643522,46.6399019882151,45,50,15,"train"
"GCA_007830235","Cytobacillus oceanisediminis",35.6026053770092,16.5814473628519,46.2384133997727,37,45,4,"train"
"GCA_016908975","Neobacillus cucumis",33.5404261744197,13.5676519013663,43.4497052464746,29,45,16,"train"
"GCA_001591485","Neobacillus fumarioli",44.4134371062513,25.5440635347191,54.4106515391357,50,55,25,"train"
"GCA_010975035","Neobacillus thermocopriae",43.9429780898019,25.8623538919239,54.0535079110736,50,60,40,"train"
"GCA_000348905","Bhargavaea cecembensis",40.8048131599759,22.28422439039,52.259578945168,37,55,15,"train"
"GCA_002798305","Chryseomicrobium excrementi",37.151224135835,18.9492415133193,47.9391323405875,36,40,20,"train"
"GCA_002200915","Lysinibacillus boronitolerans",36.7867632208926,15.9886641891909,46.6238903531258,37,45,16,"train"
"GCA_001183605","Lysinibacillus xylanilyticus",35.4666194940751,16.130216977951,45.1345007406912,30,40,10,"train"
"GCA_004367585","Paenisporosarcina antarctica",32.4792536324124,11.7760908116114,41.514809351941,17.5,23,0,"train"
"GCA_900099655","Planococcus glaciei",34.9366097771844,15.5586800560684,45.5762697029229,20.5,28,4,"train"
"GCA_006861795","Psychrobacillus lasiicapitis",31.7106697866976,11.2348827740859,41.1632822175809,29,35,0,"train"
"GCA_001439635","Solibacillus cecembensis",33.8479700848273,14.5611917958065,42.8345834909759,25,30,4,"train"
"GCA_900609045","Sporosarcina tadaridae",30.1891853778529,11.7119855222566,39.4818237733006,26.5,30,4,"train"
"GCA_002200855","Ureibacillus massiliensis",39.209213790604,18.52176152611,47.5677570879817,33.5,45,25,"train"
"GCA_014202495","Cerasibacillus quisquiliarum",40.7398079444326,22.3362614467781,50.5663880783507,50,55,30,"train"
"GCA_000359605","Gracilibacillus halophilus",41.3757599018176,18.2288701767264,51.9237483680788,47.5,60,28,"train"
"GCA_014206945","Gracilibacillus halotolerans",42.9443110994327,21.6691498906385,52.4911665794317,47,50,6,"train"
"GCA_900143085","Gracilibacillus kekensis",41.0079244179724,19.6086528323228,50.7880684619504,40,50,4,"train"
"GCA_003628505","Oceanobacillus halophilus",39.2113894069872,17.3400458456501,47.9756009086857,35,45,20,"train"
"GCA_000482485","Paucisalibacillus globulus",37.7428097606436,16.7894169477717,45.3753694680464,37,45,20,"train"
"GCA_900101385","Terribacillus halophilus",32.0933769491331,13.3941278260065,44.0554884472642,25,45,5,"train"
"GCA_000430745","Fictibacillus_A gelatini",40.6168093115648,24.1825722246024,51.3631688699695,45,50,45,"train"
"GCA_001420645","Bacillus_H oshimensis",33.9192691180908,14.1902215993479,43.8871563817001,17.5,30,4,"train"
